year,geo_name,geo,soc_name,soc,num_ppl,num_ppl_moe,num_ppl_rca,avg_wage,avg_wage_moe
2014,United States,01000US,General & operations managers,111021,942521,8794.53,1,91801.1,758.383
2014,United States,01000US,Compensation & benefits managers,113111,15672,1039.93,1,90769,4972.22
2014,United States,01000US,Human resources managers,113121,350823,5355.11,1,80928.8,1019.75
2014,United States,01000US,Training & development managers,113131,53640,2199.73,1,76158.4,2131.56
2014,United States,01000US,Emergency management directors,119161,9642,943.776,1,69698.1,3698.33
2014,United States,01000US,"Agents & business managers of artists, performers, & athletes",131011,35348,1907.86,1,63676.3,3573.36
2014,United States,01000US,"Buyers & purchasing agents, farm products",131021,8871,993.801,1,59823.8,4916.8
2014,United States,01000US,"Wholesale & retail buyers, except farm products",131022,210615,4900.99,1,44836.7,976.871
2014,United States,01000US,"Purchasing agents, except wholesale, retail, & farm products",131023,253224,5181.41,1,58493,726.383
2014,United States,01000US,"Claims adjusters, appraisers, examiners, & investigators",131030,282560,5301.45,1,54787.4,563.575
2014,United States,01000US,Compliance officers,131041,202512,4247.67,1,73684,1055.86
2014,United States,01000US,Cost estimators,131051,124036,3436.35,1,65229.3,1194.49
2014,United States,01000US,Human resources workers,131070,668773,7331.16,1,63045,625.917
2014,United States,01000US,Logisticians,131081,113853,3468.7,1,58530,1198.26
2014,United States,01000US,Management analysts,131111,632685,7296.52,1,92757.1,846.686
2014,United States,01000US,"Meeting, convention, & event planners",131121,104044,3169.81,1,44592.3,1111.74
2014,United States,01000US,Fundraisers,131131,91092,2346.94,1,59410.4,1793.29
2014,United States,01000US,"Compensation, benefits, & job analysis specialists",131141,58597,1977.03,1,58455.8,1919.64
2014,United States,01000US,Training & development specialists,131151,124499,3438.33,1,58495.5,1183.59
2014,United States,01000US,Market research analysts & marketing specialists,131161,255173,4625.71,1,78322.2,1337.77
2014,United States,01000US,"Business operations specialists, all other",131199,246843,4650.14,1,64347.2,821.519
2014,United States,01000US,Accountants & auditors,132011,1908239,14028.6,1,71187.4,338.903
2014,United States,01000US,Appraisers & assessors of real estate,132021,67787,2264.59,1,58167.9,1525.19
2014,United States,01000US,Budget analysts,132031,46838,1886.38,1,74521.5,1418.91
2014,United States,01000US,Credit analysts,132041,27003,1390.43,1,63823.8,2851.02
2014,United States,01000US,Financial analysts,132051,95598,2791.45,1,119302,3264.51
2014,United States,01000US,Personal financial advisors,132052,307284,6086.2,1,119606,1992.45
2014,United States,01000US,Insurance underwriters,132053,104641,3080.58,1,69475.3,1449.18
2014,United States,01000US,Financial examiners,132061,13889,1056.23,1,86016.2,5022.5
2014,United States,01000US,Credit counselors & loan officers,132070,306505,5885.41,1,69276.9,1010.07
2014,United States,01000US,"Tax examiners & collectors, & revenue agents",132081,57736,1998.69,1,56074.2,1345.06
2014,United States,01000US,Tax preparers,132082,83283,2743.13,1,45097,2222.29
2014,United States,01000US,Other financial specialists,132099,67820,2594.66,1,86767.8,3158.74
2014,United States,01000US,Computer & information research scientists,151111,14827,1104.39,1,95528.6,3762.11
2014,United States,01000US,Computer systems analysts,151121,479233,6646.9,1,82628.9,741.517
2014,United States,01000US,Information security analysts,151122,54204,2371.04,1,86757.7,1825.28
2014,United States,01000US,Computer programmers,151131,436061,5070.65,1,80047.7,606.63
2014,United States,01000US,Web developers,151134,153265,3748.07,1,57180.4,1147.88
2014,United States,01000US,Database administrators,151141,109473,2904.78,1,77022.5,1190.5
2014,United States,01000US,Network & computer systems administrators,151142,220568,4442.49,1,69874.1,605.609
2014,United States,01000US,Computer network architects,151143,97806,3391.68,1,96335.5,1164.55
2014,United States,01000US,Computer support specialists,151150,538971,7330.79,1,55857.9,467.221
2014,United States,01000US,Other Computer Occupations,151199,390575,5910.23,1,69600.6,706.671
2014,United States,01000US,Actuaries,152011,25606,1566.17,1,136479,5675.56
2014,United States,01000US,Operations research analysts,152031,133776,3179.36,1,81294.3,1199.52
2014,United States,01000US,"Architects, except naval",171010,152305,3670.37,1,79519.1,1574.94
2014,United States,01000US,"Surveyors, cartographers, & photogrammetrists",171020,35996,1908.64,1,57287.1,1635.28
2014,United States,01000US,Aerospace engineers,172011,129179,3262.53,1,101513,1243.38
2014,United States,01000US,Chemical engineers,172041,55724,2264.32,1,102454,1992.14
2014,United States,01000US,Civil engineers,172051,294490,5977.96,1,87481,941.858
2014,United States,01000US,Computer hardware engineers,172061,56734,2234.9,1,94002.4,2227.24
2014,United States,01000US,Electrical & electronics engineers,172070,212735,4491.95,1,95950.1,958.403
2014,United States,01000US,Environmental engineers,172081,29153,1582.72,1,81669,2322.66
2014,United States,01000US,"Industrial engineers, including health & safety",172110,176023,3436.66,1,79707,813.518
2014,United States,01000US,Marine engineers & naval architects,172121,12168,846.543,1,83839.4,2548.76
2014,United States,01000US,Materials engineers,172131,32635,1659.86,1,82973.6,2319.92
2014,United States,01000US,Mechanical engineers,172141,219423,5091.51,1,81352,758.166
2014,United States,01000US,Drafters,173010,153389,3443.97,1,52047.3,650.747
2014,United States,01000US,"Engineering technicians, except drafters",173020,410913,5437.65,1,54760.9,467.169
2014,United States,01000US,Surveying & mapping technicians,173031,61859,2027.72,1,49016,1230
2014,United States,01000US,Agricultural & food scientists,191010,26997,1561.15,1,61783.1,3145.81
2014,United States,01000US,Biological scientists,191020,73117,2678.81,1,62170.1,1206.43
2014,United States,01000US,Conservation scientists & foresters,191030,22314,1175.72,1,58056.2,1441.29
2014,United States,01000US,Astronomers & physicists,192010,11737,897.067,1,94452.9,4735.38
2014,United States,01000US,Atmospheric & space scientists,192021,11757,947.588,1,78002.1,6198.13
2014,United States,01000US,Chemists & materials scientists,192030,82757,2458.28,1,75019.6,1489.17
2014,United States,01000US,Environmental scientists & geoscientists,192040,70576,2340.18,1,88133.3,2410.98
2014,United States,01000US,Other Physical Scientists,192099,195986,4464.52,1,78028.9,1184.42
2014,United States,01000US,Economists,193011,24824,1250.48,1,123782,4777.4
2014,United States,01000US,Psychologists,193030,146738,3590.22,1,66079.5,1043.36
2014,United States,01000US,Urban & regional planners,193051,21076,1227.82,1,73926,2556.88
2014,United States,01000US,Agricultural & food science technicians,194011,31800,1704.5,1,43195.2,1887.67
2014,United States,01000US,Biological technicians,194021,22045,1549.13,1,46169.2,2435.04
2014,United States,01000US,Counselors,211010,670053,8053.86,1,41203.6,285.154
2014,United States,01000US,Social workers,211020,778990,8453.57,1,43931.1,242.981
2014,United States,01000US,Probation officers & correctional treatment specialists,211092,91310,3102.73,1,50729,786.687
2014,United States,01000US,Social & human service assistants,211093,146287,3897.68,1,33703.7,635.884
2014,United States,01000US,Clergy,212011,431465,6299.56,1,42382.1,386.738
2014,United States,01000US,"Directors, religious activities & education",212021,55623,1971.74,1,36024.7,1069.6
2014,United States,01000US,"Religious workers, all other",212099,78951,2992.23,1,28814.7,760.26
2014,United States,01000US,Judicial law clerks,231012,17911,1175.18,1,61387.3,5102.46
2014,United States,01000US,Paralegals & legal assistants,232011,378341,4938.01,1,48975.7,553.61
2014,United States,01000US,Miscellaneous legal support workers,232090,178570,3724.88,1,54346.2,1116.49
2014,United States,01000US,Postsecondary teachers,251000,1425730,12951,1,56258.3,436.98
2014,United States,01000US,Preschool & kindergarten teachers,252010,556141,7339.48,1,23917,247.036
2014,United States,01000US,Elementary & middle school teachers,252020,3454503,27327.4,1,47410.7,104.388
2014,United States,01000US,Secondary school teachers,252030,780159,8234.64,1,50763.4,300.744
2014,United States,01000US,Special education teachers,252050,248025,5025.32,1,45384.9,510.489
2014,United States,01000US,Other teachers & instructors,253000,754830,9213.64,1,31854.7,334.653
2014,United States,01000US,"Archivists, curators, & museum technicians",254010,45278,1658.08,1,44779,1393.07
2014,United States,01000US,Librarians,254021,172721,3551.1,1,43084.7,463.138
2014,United States,01000US,Library technicians,254031,54780,2008.14,1,16891.7,751.496
2014,United States,01000US,Teacher assistants,259041,993177,7762.21,1,18766.7,153.977
2014,United States,01000US,Artists & related workers,271010,108801,3416.8,1,54825,1382.16
2014,United States,01000US,Designers,271020,655011,7139.17,1,50981.6,589.921
2014,United States,01000US,Actors,272011,25866,1702.05,1,43246,4063.35
2014,United States,01000US,Producers & directors,272012,132793,3353.8,1,75424.1,1796.41
2014,United States,01000US,"Athletes, coaches, umpires, & related workers",272020,247268,4593.18,1,33594.6,1192.29
2014,United States,01000US,Dancers & choreographers,272030,16771,1358.09,1,27587.7,2824.52
2014,United States,01000US,"Musicians, singers, & related workers",272040,133919,3933.14,1,32105,1449.22
2014,United States,01000US,"Entertainers & performers, sports & related workers, all other",272099,28052,1557.77,1,37155.6,2773.1
2014,United States,01000US,Announcers,273010,40801,2029.39,1,49600.1,3508.1
2014,United States,01000US,"News analysts, reporters & correspondents",273020,70374,2682.41,1,58880.8,2050.14
2014,United States,01000US,Public relations specialists,273031,123275,3391.59,1,73922.9,1615.77
2014,United States,01000US,Editors,273041,145388,3647.99,1,56279.7,1066
2014,United States,01000US,Technical writers,273042,53444,1913.67,1,67824.6,1591.54
2014,United States,01000US,Writers & authors,273043,145109,3299.71,1,60031.5,1658.7
2014,United States,01000US,Miscellaneous media & communication workers,273090,79748,2384.83,1,36173.7,1258.97
2014,United States,01000US,Photographers,274021,98933,3632.97,1,35406.4,1297.37
2014,United States,01000US,"Television, video, & motion picture camera operators & editors",274030,39940,1872.72,1,52785.5,2792.36
2014,United States,01000US,Chiropractors,291011,39320,2037.1,1,84888.3,5275.96
2014,United States,01000US,Dentists,291020,131449,3777.48,1,161711,3243.56
2014,United States,01000US,Dietitians & nutritionists,291031,83832,2655.89,1,45720.3,1099.01
2014,United States,01000US,Optometrists,291041,29569,1298.63,1,104879,3505.64
2014,United States,01000US,Pharmacists,291051,273231,5122.45,1,99621,1099.34
2014,United States,01000US,Physicians & surgeons,291060,830736,11230.3,1,201778,1546.28
2014,United States,01000US,Physician assistants,291071,115695,3140.74,1,77134.2,1514.15
2014,United States,01000US,Podiatrists,291081,7025,720.995,1,129654,13300
2014,United States,01000US,Occupational therapists,291122,92044,2597.3,1,60025.4,989.143
2014,United States,01000US,Physical therapists,291123,202089,4162.54,1,67342.2,995.893
2014,United States,01000US,Radiation therapists,291124,14541,964.927,1,75614.5,2285.75
2014,United States,01000US,Recreational therapists,291125,11411,869.611,1,37936.3,1811.33
2014,United States,01000US,Respiratory therapists,291126,106382,3091.95,1,56545.1,1005.33
2014,United States,01000US,Speechlanguage pathologists,291127,125908,3353.79,1,57853.8,775.369
2014,United States,01000US,Veterinarians,291131,67090,2255.14,1,92907.5,2194.46
2014,United States,01000US,Registered nurses,291141,2832564,16817.5,1,61142.7,176.93
2014,United States,01000US,Nurse anesthetists,291151,26016,1632.53,1,150442,4764
2014,United States,01000US,Audiologists,291181,14761,1028.66,1,68268.9,3547.72
2014,United States,01000US,"Health diagnosing & treating practitioners, all other",291199,11950,1155.8,1,47938.9,4019.05
2014,United States,01000US,Clinical laboratory technologists & technicians,292010,335741,5240.24,1,46418,482.839
2014,United States,01000US,Dental hygienists,292021,159545,3461.77,1,46987.1,542.989
2014,United States,01000US,Diagnostic related technologists & technicians,292030,320204,5130.68,1,53692.8,512.647
2014,United States,01000US,Emergency medical technicians & paramedics,292041,193990,4327.42,1,43605.1,720.752
2014,United States,01000US,Health practitioner support technologists & technicians,292050,553582,6108.38,1,33699.5,449.494
2014,United States,01000US,Licensed practical & licensed vocational nurses,292061,687331,7394.26,1,37896.7,297.758
2014,United States,01000US,Medical records & health information technicians,292071,123524,3316.24,1,35084.7,745.923
2014,United States,01000US,"Opticians, dispensing",292081,52283,2148.75,1,37073.6,1013.97
2014,United States,01000US,Miscellaneous health technologists & technicians,292090,121731,3048.47,1,48321.2,1391.81
2014,United States,01000US,Other healthcare practitioners & technical Occupations,299000,90119,2432.08,1,58968.4,1707.16
2014,United States,01000US,"Nursing, psychiatric, & home health aides",311010,2202139,15220.7,1,24060,137.596
2014,United States,01000US,Occupational therapy assistants & aides,312010,16010,1094.93,1,41081.9,1415.84
2014,United States,01000US,Physical therapist assistants & aides,312020,72830,2450.24,1,35168.1,807.087
2014,United States,01000US,Massage therapists,319011,108372,2904.67,1,22833.2,533.364
2014,United States,01000US,Dental assistants,319091,280240,5198.09,1,27646.6,260.548
2014,United States,01000US,Medical assistants,319092,449450,7477.05,1,27686.6,259.582
2014,United States,01000US,Medical transcriptionists,319094,47739,2101.75,1,28825.1,779.308
2014,United States,01000US,Pharmacy aides,319095,41415,1940.37,1,28915.4,1592.24
2014,United States,01000US,Veterinary assistants & laboratory animal caretakers,319096,42068,2033.94,1,20992.8,751.444
2014,United States,01000US,Phlebotomists,319097,99067,3216.57,1,28910.7,601.156
2014,United States,01000US,Firstline supervisors of correctional officers,331011,57732,2244.58,1,57439.5,942.363
2014,United States,01000US,Firstline supervisors of police & detectives,331012,111920,3023.15,1,80246.4,1020.8
2014,United States,01000US,Firstline supervisors of fire fighting & prevention workers,331021,47354,1942.09,1,86657.8,1565.85
2014,United States,01000US,"Firstline supervisors of protective service workers, all other",331099,83015,2415.67,1,55956.5,1377.53
2014,United States,01000US,Firefighters,332011,289812,5233.55,1,64776.5,544.546
2014,United States,01000US,Fire inspectors,332020,18808,1373.57,1,57097.1,2053
2014,United States,01000US,"Bailiffs, correctional officers, & jailers",333010,438987,6308.14,1,46551.4,335.488
2014,United States,01000US,Detectives & criminal investigators,333021,128393,3652.95,1,76640.2,1147.64
2014,United States,01000US,Police officers,333050,713279,8045.51,1,63402.7,366.562
2014,United States,01000US,Animal control workers,339011,11652,1007.43,1,36099.8,1997.91
2014,United States,01000US,Private detectives & investigators,339021,76686,2749.12,1,58666.5,1456.42
2014,United States,01000US,Security guards & gaming surveillance officers,339030,971817,8950.64,1,31137.3,282.54
2014,United States,01000US,Crossing guards,339091,55704,2229.82,1,15624.6,740.661
2014,United States,01000US,Transportation security screeners,339093,26941,1505.62,1,40732,1200.06
2014,United States,01000US,Chefs & head cooks,351011,365628,6262.99,1,31273.7,384.074
2014,United States,01000US,Firstline supervisors of food preparation & serving workers,351012,530894,6880.86,1,26543.7,364.586
2014,United States,01000US,Cooks,352010,2214838,19895.2,1,16459.1,98.1488
2014,United States,01000US,Food preparation workers,352021,865334,10838.1,1,12860.9,120.783
2014,United States,01000US,Bartenders,353011,412100,6947.94,1,21406.9,229.651
2014,United States,01000US,"Combined food preparation & serving workers, including fast food",353021,354827,6255.69,1,13259,266.265
2014,United States,01000US,"Counter attendants, cafeteria, food concession, & coffee shop",353022,195411,4291.14,1,8198.26,210.349
2014,United States,01000US,Waiters & waitresses,353031,2148849,19237.9,1,15068.7,94.7735
2014,United States,01000US,"Food servers, nonrestaurant",353041,180593,3902.36,1,16926.7,312.664
2014,United States,01000US,Dishwashers,359021,298144,5833.2,1,11576.8,222.475
2014,United States,01000US,"Hosts & hostesses, restaurant, lounge, & coffee shop",359031,291113,6064.01,1,8849.62,238.87
2014,United States,01000US,Firstline supervisors of housekeeping & janitorial workers,371011,203057,4553.43,1,39692,733.818
2014,United States,01000US,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers",371012,127204,3818.4,1,42261.9,961.158
2014,United States,01000US,Maids & housekeeping cleaners,372012,1151272,12224.2,1,17584.3,149.573
2014,United States,01000US,Pest control workers,372021,62924,2395.58,1,35281.8,894.789
2014,United States,01000US,Grounds maintenance workers,373010,1031317,13233.3,1,21443,180.936
2014,United States,01000US,Firstline supervisors of gaming workers,391010,61145,2272.99,1,42854.4,1154.12
2014,United States,01000US,Firstline supervisors of personal service workers,391021,113233,3155.29,1,39079,1085.68
2014,United States,01000US,Animal trainers,392011,26881,1671.51,1,30734.5,2867.11
2014,United States,01000US,Nonfarm animal caretakers,392021,157977,3774.77,1,18792.5,410.425
2014,United States,01000US,Gaming services workers,393010,101944,2909.02,1,33573.6,577.43
2014,United States,01000US,Motion picture projectionists,393021,7123,789.776,1,19546.2,2084.97
2014,United States,01000US,"Ushers, lobby attendants, & ticket takers",393031,43098,1966.23,1,9428.91,724.093
2014,United States,01000US,Miscellaneous entertainment attendants & related workers,393090,183390,3565.95,1,13843.2,400.519
2014,United States,01000US,"Morticians, undertakers, & funeral directors",394031,35670,1663.16,1,52585.6,2019.36
2014,United States,01000US,Barbers,395011,58768,2503.62,1,23011.5,726.618
2014,United States,01000US,"Hairdressers, hairstylists, & cosmetologists",395012,550488,8398.44,1,22396.1,282.586
2014,United States,01000US,Miscellaneous personal appearance workers,395090,229036,5928.24,1,19738.2,472.862
2014,United States,01000US,"Baggage porters, bellhops, & concierges",396010,82424,2507.24,1,27213.5,665.347
2014,United States,01000US,Tour & travel guides,397010,48699,2002.3,1,16670.8,928.907
2014,United States,01000US,Childcare workers,399011,914540,9042.42,1,14502.8,181.82
2014,United States,01000US,Personal care aides,399021,1060003,8964.4,1,17690.1,168.491
2014,United States,01000US,Recreation & fitness workers,399030,363235,6348.57,1,21463.8,335.39
2014,United States,01000US,Residential advisors,399041,81077,2209.64,1,14234.1,628.625
2014,United States,01000US,"Personal care & service workers, all other ",399099,84384,3052.95,1,17816.1,676.31
2014,United States,01000US,Firstline supervisors of retail sales workers,411011,2759326,15494.1,1,47307.4,280.293
2014,United States,01000US,Firstline supervisors of nonretail sales workers,411012,1042415,10421.5,1,79480.5,637.371
2014,United States,01000US,Cashiers,412010,3355272,18030.7,1,14163.7,79.614
2014,United States,01000US,Counter & rental clerks,412021,94278,2798.41,1,23684.8,980.919
2014,United States,01000US,Parts salespersons,412022,105793,3099.95,1,34672.3,869.074
2014,United States,01000US,Retail salespersons,412031,3303437,18017.7,1,28164.9,201.097
2014,United States,01000US,Advertising sales agents,413011,189541,4519.17,1,66377.1,1718.47
2014,United States,01000US,Insurance sales agents,413021,465725,6048.93,1,67672,921.272
2014,United States,01000US,"Securities, commodities, & financial services sales agents",413031,251384,4501.92,1,122067,2255.5
2014,United States,01000US,Travel agents,413041,62584,2195.61,1,38202.6,1011.67
2014,United States,01000US,"Sales representatives, services, all other",413099,591787,8287.39,1,71877,822.206
2014,United States,01000US,"Sales representatives, wholesale & manufacturing",414010,1292658,11202.8,1,74896.6,558.359
2014,United States,01000US,"Models, demonstrators, & product promoters",419010,59285,2598.03,1,18416.1,1463.57
2014,United States,01000US,Real estate brokers & sales agents,419020,516743,7545.96,1,61458.4,913.282
2014,United States,01000US,Sales engineers,419031,32502,1558.4,1,105979,3227.79
2014,United States,01000US,Telemarketers,419041,98092,2972,1,19825.5,640.452
2014,United States,01000US,"Doortodoor sales workers, news & street vendors, & related workers",419091,102477,3311.19,1,22740,1696.4
2014,United States,01000US,Other Sales Workers,419099,246370,4311.94,1,55392.5,1175.96
2014,United States,01000US,Firstline supervisors of office & administrative support workers,431011,1324831,12000.1,1,53570.5,320.88
2014,United States,01000US,"Switchboard operators, including answering service",432011,34668,1733.92,1,25412.2,944.623
2014,United States,01000US,Telephone operators,432021,42403,1942.97,1,28237.4,1177.5
2014,United States,01000US,"Communications equipment operators, all other",432099,12318,1005.41,1,42728.4,3026.19
2014,United States,01000US,Bill & account collectors,433011,194954,4283.65,1,33941.7,574.692
2014,United States,01000US,Billing & posting clerks,433021,486164,5866.45,1,33318.1,394.324
2014,United States,01000US,"Bookkeeping, accounting, & auditing clerks",433031,1234342,9758.89,1,35569.4,227.572
2014,United States,01000US,Gaming cage workers,433041,10614,911.262,1,25761.2,1532.5
2014,United States,01000US,Payroll & timekeeping clerks,433051,168971,3933.7,1,38860.7,496.97
2014,United States,01000US,Procurement clerks,433061,33605,1599.71,1,56889.2,2186.44
2014,United States,01000US,Tellers,433071,395527,6753.79,1,22215.8,205.33
2014,United States,01000US,Other financial clerks,433099,97383,2881.13,1,62022,2054.66
2014,United States,01000US,Brokerage clerks,434011,8155,722.65,1,48874.6,3089.73
2014,United States,01000US,"Court, municipal, & license clerks",434031,78613,2770.38,1,38551.5,687.564
2014,United States,01000US,"Credit authorizers, checkers, & clerks",434041,46051,2224.6,1,45746.7,1745.74
2014,United States,01000US,Customer service representatives,434051,2433563,17504.1,1,30157.2,172.866
2014,United States,01000US,"Eligibility interviewers, government programs",434061,72065,2385.97,1,44518.1,803.185
2014,United States,01000US,File clerks,434071,326507,4996.97,1,26307.4,273.973
2014,United States,01000US,"Hotel, motel, & resort desk clerks",434081,142027,4778.29,1,19158.3,387.882
2014,United States,01000US,"Interviewers, except eligibility & loan",434111,145615,4080.9,1,27259.4,502.165
2014,United States,01000US,"Library assistants, clerical",434121,111688,2987.9,1,17312.9,433.652
2014,United States,01000US,Loan interviewers & clerks,434131,118811,3895.6,1,42568.1,907.158
2014,United States,01000US,New accounts clerks,434141,18039,1145.88,1,40104,2311.47
2014,United States,01000US,"Human resources assistants, except payroll & timekeeping",434161,64881,2233.05,1,39496.6,971.296
2014,United States,01000US,Receptionists & information clerks,434171,1171335,8528.37,1,22246.8,148.802
2014,United States,01000US,Reservation & transportation ticket agents & travel clerks,434181,119622,3304.18,1,38404.2,1024.88
2014,United States,01000US,"Information & record clerks, all other",434199,107378,3024.45,1,35304.7,638.919
2014,United States,01000US,Cargo & freight agents,435011,20483,1531.71,1,41722.7,2591.22
2014,United States,01000US,Couriers & messengers,435021,219709,4748.07,1,36135.2,619.744
2014,United States,01000US,Dispatchers,435030,275043,5130.85,1,38424.3,411.781
2014,United States,01000US,"Meter readers, utilities",435041,32329,1597.7,1,37448.9,1353.68
2014,United States,01000US,Postal service clerks,435051,113053,3018.35,1,49460.4,567.116
2014,United States,01000US,Postal service mail carriers,435052,310271,5562.54,1,50302.5,361.405
2014,United States,01000US,"Postal service mail sorters, processors, & processing machine operators",435053,74487,2545.34,1,47541.3,754.451
2014,United States,01000US,"Production, planning, & expediting clerks",435061,305478,4453.32,1,47324.6,557.635
2014,United States,01000US,"Shipping, receiving, & traffic clerks",435071,576314,6275.18,1,29443.1,295.374
2014,United States,01000US,Stock clerks & order fillers,435081,1526525,11694.6,1,21955.1,151.956
2014,United States,01000US,"Weighers, measurers, checkers, & samplers, recordkeeping",435111,79107,2908.77,1,33722.4,1008.43
2014,United States,01000US,Secretaries & administrative assistants,436010,3402805,20718.2,1,33492.5,116.836
2014,United States,01000US,Computer operators,439011,112085,2971.21,1,42937.4,1105.91
2014,United States,01000US,Data entry keyers,439021,371254,5652.26,1,28574.9,360.227
2014,United States,01000US,Word processors & typists,439022,303979,5670.36,1,29173.4,298.927
2014,United States,01000US,Insurance claims & policy processing clerks,439041,327350,5139.06,1,37812.4,442.236
2014,United States,01000US,"Mail clerks & mail machine operators, except postal service",439051,92097,2659.84,1,25784.7,552.005
2014,United States,01000US,"Office clerks, general",439061,1201558,11148.2,1,29261.6,190.063
2014,United States,01000US,"Office machine operators, except computer",439071,37288,2112.43,1,26515.6,789.201
2014,United States,01000US,Proofreaders & copy markers,439081,10887,865.233,1,29793.2,1845.74
2014,United States,01000US,Statistical assistants,439111,22560,1381.39,1,42592.6,1663.83
2014,United States,01000US,"Firstline supervisors of farming, fishing, & forestry workers",451011,53828,2438.7,1,43197.6,1125.12
2014,United States,01000US,Agricultural inspectors,452011,16234,1006.89,1,46463.3,1562.93
2014,United States,01000US,"Graders & sorters, agricultural products",452041,61266,2557.7,1,18794.9,1006.89
2014,United States,01000US,Fishing & hunting workers,453000,20674,1173.64,1,38634.3,2792.09
2014,United States,01000US,Forest & conservation workers,454011,14496,1067.63,1,29205.2,1779.57
2014,United States,01000US,Logging workers,454020,51446,1821.93,1,31035.4,1152.2
2014,United States,01000US,Firstline supervisors of construction trades & extraction workers,471011,669902,7415.44,1,63266.8,426.334
2014,United States,01000US,Boilermakers,472011,15981,1389.72,1,53784.8,2205.64
2014,United States,01000US,Carpenters,472031,842573,11300.3,1,34639.4,288.473
2014,United States,01000US,"Carpet, floor, & tile installers & finishers",472040,113796,3824.94,1,29781.6,662.08
2014,United States,01000US,"Cement masons, concrete finishers, & terrazzo workers",472050,50576,2466.14,1,32664.6,958.697
2014,United States,01000US,Construction laborers,472061,1297953,13804.5,1,31489.7,218.636
2014,United States,01000US,"Paving, surfacing, & tamping equipment operators",472071,12653,1216.03,1,36717.6,1773.62
2014,United States,01000US,"Drywall installers, ceiling tile installers, & tapers",472080,106546,4252.65,1,28870.7,629.286
2014,United States,01000US,Electricians,472111,671158,8469.82,1,50112.9,351.348
2014,United States,01000US,Glaziers,472121,36441,1847.96,1,38384.8,1305.44
2014,United States,01000US,Insulation workers,472130,41542,2083.38,1,38128.9,1128.7
2014,United States,01000US,Painters & paperhangers,472140,408900,7729.47,1,28957.4,417.767
2014,United States,01000US,"Pipelayers, plumbers, pipefitters, & steamfitters",472150,452892,5967.86,1,45672.5,458.728
2014,United States,01000US,Plasterers & stucco masons,472161,25842,1933.06,1,29259.6,1180.06
2014,United States,01000US,Roofers,472181,178849,5006.5,1,28067.1,616.795
2014,United States,01000US,Sheet metal workers,472211,116897,2940.8,1,42326.7,664.392
2014,United States,01000US,Structural iron & steel workers,472221,56029,2324.65,1,45181,998.627
2014,United States,01000US,"Helpers, construction trades",473010,49441,2183.5,1,24504.6,939.392
2014,United States,01000US,Construction & building inspectors,474011,81822,2564.09,1,52839.3,1149.73
2014,United States,01000US,Elevator installers & repairers,474021,23826,1558.26,1,80319,2465.53
2014,United States,01000US,Fence erectors,474031,22800,1398.73,1,29282.7,1421.32
2014,United States,01000US,Hazardous materials removal workers,474041,31373,1744.98,1,40434.2,1624.74
2014,United States,01000US,Highway maintenance workers,474051,98705,2759.59,1,38336.2,821.723
2014,United States,01000US,Railtrack laying & maintenance equipment operators,474061,11561,1085.99,1,50040,2108.95
2014,United States,01000US,"Earth drillers, except oil & gas",475021,25963,1457.01,1,52571.4,2211.34
2014,United States,01000US,"Explosives workers, ordnance handling experts, & blasters",475031,18259,1462.52,1,45369.4,2299.1
2014,United States,01000US,Mining machine operators,475040,66260,2509,1,61988.6,1280.62
2014,United States,01000US,"Firstline supervisors of mechanics, installers, & repairers",491011,276887,4395.19,1,62067,666.656
2014,United States,01000US,"Computer, automated teller, & office machine repairers",492011,221894,4498.69,1,44049.5,647.754
2014,United States,01000US,Radio & telecommunications equipment installers & repairers,492020,163635,3208.5,1,53469.7,788.823
2014,United States,01000US,Avionics technicians,492091,24684,1804.57,1,49488.9,2019.01
2014,United States,01000US,"Electric motor, power tool, & related repairers",492092,26697,1623.72,1,44523.7,1402.81
2014,United States,01000US,"Electronic equipment installers & repairers, motor vehicles",492096,12421,1000.83,1,44828.5,2197.15
2014,United States,01000US,Electronic home entertainment equipment installers & repairers,492097,44882,1824.34,1,38233.3,1105.38
2014,United States,01000US,Security & fire alarm systems installers,492098,48266,2216.4,1,43757.4,1107.88
2014,United States,01000US,Aircraft mechanics & service technicians,493011,179143,4072.54,1,53414.2,663.406
2014,United States,01000US,Automotive body & related repairers,493021,128837,3235.32,1,40460.3,643.129
2014,United States,01000US,Automotive glass installers & repairers,493022,16125,1281.56,1,33675.9,1531.42
2014,United States,01000US,Automotive service technicians & mechanics,493023,725722,9346.69,1,37696.9,272.861
2014,United States,01000US,Bus & truck mechanics & diesel engine specialists,493031,285559,4885.55,1,43841.5,430.976
2014,United States,01000US,Heavy vehicle & mobile equipment service technicians & mechanics,493040,200509,4015.71,1,49804,590.38
2014,United States,01000US,Small engine mechanics,493050,37234,2055.45,1,33068.8,911.399
2014,United States,01000US,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",493090,77830,2710.84,1,25732.4,749.488
2014,United States,01000US,Control & valve installers & repairers,499010,19688,1332.33,1,49999.8,1455.98
2014,United States,01000US,"Heating, air conditioning, & refrigeration mechanics & installers",499021,309523,4755.47,1,44424.9,381.963
2014,United States,01000US,Home appliance repairers,499031,29982,1996.93,1,38090.2,1536.38
2014,United States,01000US,"Maintenance workers, machinery",499043,30341,1767.63,1,44612.9,1131.14
